State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Annual_Rainfall_mm,Yield
Gujarat,GUJA_D3,2013,Whole Year,Sugarcane,1348.8,81545.2,682.8,60.458
Gujarat,GUJA_D3,2014,Kharif,Bajra,465.2,650.9,639,1.399
Gujarat,GUJA_D3,2014,Kharif,Soyabean,234.3,191.8,639,0.819
Gujarat,GUJA_D3,2014,Rabi,Wheat,1847.3,6274.5,639,3.397
Gujarat,GUJA_D3,2015,Kharif,Groundnut,794.2,1173.5,626.9,1.478
Gujarat,GUJA_D3,2015,Kharif,Rice,140.2,351.4,626.9,2.506
Gujarat,GUJA_D3,2015,Kharif,Soyabean,1274.1,1432.7,626.9,1.124
Gujarat,GUJA_D3,2015,Whole Year,Sugarcane,709.8,38407.7,626.9,54.111
Gujarat,GUJA_D4,2005,Kharif,Cotton(Lint),1138.2,682,624.3,0.599
Gujarat,GUJA_D4,2005,Rabi,Jowar,88.8,111.4,624.3,1.255
Gujarat,GUJA_D4,2005,Rabi,Maize,235.8,465.3,624.3,1.973
Gujarat,GUJA_D4,2005,Kharif,Soyabean,1669.6,2384.2,624.3,1.428
Gujarat,GUJA_D4,2006,Kharif,Cotton(Lint),1026.5,601.2,660.8,0.586
Gujarat,GUJA_D4,2006,Kharif,Soyabean,457,626.9,660.8,1.372
Gujarat,GUJA_D4,2006,Whole Year,Sugarcane,368.8,19861.6,660.8,53.855
Gujarat,GUJA_D4,2006,Rabi,Wheat,1445.1,5066.8,660.8,3.506
Gujarat,GUJA_D4,2007,Kharif,Arhar/Tur,526.7,448.1,585.5,0.851
Gujarat,GUJA_D4,2007,Kharif,Bajra,983.3,1436.2,585.5,1.461
Gujarat,GUJA_D4,2007,Rabi,Jowar,2151.9,2202.8,585.5,1.024
Gujarat,GUJA_D4,2007,Kharif,Maize,1111.6,2856.7,585.5,2.57
Gujarat,GUJA_D4,2007,Autumn,Rice,200.6,669.6,585.5,3.338
Gujarat,GUJA_D4,2008,Kharif,Arhar/Tur,1596.1,1364.1,801.4,0.855
Gujarat,GUJA_D4,2008,Kharif,Groundnut,474.3,741,801.4,1.562
Gujarat,GUJA_D4,2008,Rabi,Jowar,267.4,423.4,801.4,1.583
Gujarat,GUJA_D4,2008,Autumn,Rice,2364.7,7771,801.4,3.286
Gujarat,GUJA_D4,2009,Kharif,Bajra,475.9,732.3,734.6,1.539
Gujarat,GUJA_D4,2009,Kharif,Jowar,2440.2,2218.8,734.6,0.909
Gujarat,GUJA_D4,2009,Kharif,Rice,737.6,2544.5,734.6,3.45
Gujarat,GUJA_D4,2010,Kharif,Arhar/Tur,888.6,872.4,945.8,0.982
Gujarat,GUJA_D4,2010,Kharif,Cotton(Lint),635.9,443.3,945.8,0.697
Gujarat,GUJA_D4,2010,Kharif,Soyabean,965.5,1162.6,945.8,1.204
Gujarat,GUJA_D4,2011,Kharif,Cotton(Lint),1256.5,722.9,598.8,0.575
Gujarat,GUJA_D4,2011,Kharif,Rice,376.8,1178.2,598.8,3.127
Gujarat,GUJA_D4,2011,Kharif,Soyabean,585.3,759.4,598.8,1.297
Gujarat,GUJA_D4,2011,Whole Year,Sugarcane,660.8,42316.1,598.8,64.038
Gujarat,GUJA_D4,2011,Rabi,Wheat,753.3,1619.7,598.8,2.15
Gujarat,GUJA_D4,2012,Kharif,Arhar/Tur,720.2,870.8,774.6,1.209
Gujarat,GUJA_D4,2012,Kharif,Cotton(Lint),720.3,294.4,774.6,0.409
Gujarat,GUJA_D4,2012,Rabi,Maize,1992.7,3120.1,774.6,1.566
Gujarat,GUJA_D4,2012,Kharif,Soyabean,399.2,575,774.6,1.44
Gujarat,GUJA_D4,2012,Whole Year,Sugarcane,246,14243.4,774.6,57.9
Gujarat,GUJA_D4,2013,Kharif,Arhar/Tur,360.2,444.7,682.8,1.235
Gujarat,GUJA_D4,2013,Kharif,Bajra,499.1,443.9,682.8,0.889
Gujarat,GUJA_D4,2013,Kharif,Soyabean,909.7,864.7,682.8,0.951
Gujarat,GUJA_D4,2013,Whole Year,Sugarcane,479.8,25956.7,682.8,54.099
Gujarat,GUJA_D4,2014,Kharif,Arhar/Tur,449.6,519.4,639,1.155
Gujarat,GUJA_D4,2014,Kharif,Bajra,824.9,977.2,639,1.185
Gujarat,GUJA_D4,2014,Kharif,Groundnut,701.6,665.5,639,0.949
Gujarat,GUJA_D4,2014,Kharif,Soyabean,1634.1,2207.5,639,1.351
Gujarat,GUJA_D4,2015,Kharif,Arhar/Tur,220.1,188.5,626.9,0.856
Gujarat,GUJA_D4,2015,Kharif,Bajra,1634.2,2090.2,626.9,1.279
Gujarat,GUJA_D4,2015,Kharif,Cotton(Lint),811.6,373,626.9,0.46
Gujarat,GUJA_D4,2015,Kharif,Soyabean,1361.4,1516.1,626.9,1.114
Gujarat,GUJA_D5,2005,Rabi,Groundnut,734.3,730.6,624.3,0.995
Gujarat,GUJA_D5,2005,Kharif,Soyabean,312.7,446.8,624.3,1.429
Gujarat,GUJA_D5,2005,Rabi,Wheat,1560.4,3162.4,624.3,2.027
Gujarat,GUJA_D5,2006,Kharif,Soyabean,807.3,625.1,660.8,0.774
Gujarat,GUJA_D5,2006,Whole Year,Sugarcane,197,13134.7,660.8,66.674
Gujarat,GUJA_D5,2006,Rabi,Wheat,1675.8,5946.2,660.8,3.548
Gujarat,GUJA_D5,2007,Kharif,Bajra,1016.7,1266.7,585.5,1.246
Gujarat,GUJA_D5,2007,Rabi,Groundnut,694.3,896.2,585.5,1.291
Gujarat,GUJA_D5,2007,Autumn,Rice,1300.9,2843.4,585.5,2.186
Gujarat,GUJA_D5,2007,Whole Year,Sugarcane,540.6,34470.2,585.5,63.763
Gujarat,GUJA_D5,2008,Rabi,Jowar,219.2,245.7,801.4,1.121
Gujarat,GUJA_D5,2008,Rabi,Maize,211.5,498.7,801.4,2.358
Gujarat,GUJA_D5,2008,Kharif,Rice,510.7,964.4,801.4,1.888
Gujarat,GUJA_D5,2008,Kharif,Soyabean,2248.5,2314,801.4,1.029
Gujarat,GUJA_D5,2009,Kharif,Arhar/Tur,93.8,99.1,734.6,1.057
Gujarat,GUJA_D5,2009,Kharif,Bajra,1197.2,1445.7,734.6,1.208
Gujarat,GUJA_D5,2009,Kharif,Jowar,1229.5,1708.1,734.6,1.389
Gujarat,GUJA_D5,2009,Rabi,Maize,356.1,604,734.6,1.696
Gujarat,GUJA_D5,2009,Autumn,Rice,119.8,345.6,734.6,2.885
Gujarat,GUJA_D5,2010,Kharif,Bajra,548.6,891.9,945.8,1.626
Gujarat,GUJA_D5,2010,Rabi,Groundnut,250.6,408.7,945.8,1.631
Gujarat,GUJA_D5,2010,Kharif,Jowar,773.8,1082.8,945.8,1.399
Gujarat,GUJA_D5,2011,Kharif,Cotton(Lint),566.8,315,598.8,0.556
Gujarat,GUJA_D5,2011,Kharif,Jowar,1283.4,1747.6,598.8,1.362
Gujarat,GUJA_D5,2011,Autumn,Rice,756.1,2403.7,598.8,3.179
Gujarat,GUJA_D5,2012,Kharif,Bajra,953.6,1239,774.6,1.299
Gujarat,GUJA_D5,2012,Kharif,Cotton(Lint),1136.8,372.6,774.6,0.328
Gujarat,GUJA_D5,2012,Kharif,Maize,503,1605.5,774.6,3.192
Gujarat,GUJA_D5,2012,Rabi,Wheat,888,3059,774.6,3.445
Gujarat,GUJA_D5,2013,Kharif,Arhar/Tur,2468.8,2676.8,682.8,1.084
Gujarat,GUJA_D5,2013,Kharif,Groundnut,1310.4,1833.8,682.8,1.399
Gujarat,GUJA_D5,2013,Whole Year,Sugarcane,630,40369.4,682.8,64.078
Gujarat,GUJA_D5,2014,Kharif,Arhar/Tur,789.6,723,639,0.916
Gujarat,GUJA_D5,2014,Kharif,Bajra,59.9,77.4,639,1.292
Gujarat,GUJA_D5,2014,Kharif,Soyabean,688.7,786.9,639,1.143
Gujarat,GUJA_D5,2014,Whole Year,Sugarcane,504.4,39116.3,639,77.55
Gujarat,GUJA_D5,2015,Kharif,Arhar/Tur,1328.4,975.1,626.9,0.734
Gujarat,GUJA_D5,2015,Kharif,Bajra,111.2,145.7,626.9,1.31
Gujarat,GUJA_D5,2015,Whole Year,Sugarcane,901.1,47273.6,626.9,52.462
Haryana,HARY_D1,2005,Kharif,Cotton(Lint),440.2,215.1,505.7,0.489
Haryana,HARY_D1,2005,Kharif,Groundnut,1932.2,3394.4,505.7,1.757
Haryana,HARY_D1,2005,Kharif,Jowar,341.8,367.6,505.7,1.075
Haryana,HARY_D1,2005,Kharif,Maize,925.5,2735.2,505.7,2.955
Haryana,HARY_D1,2006,Kharif,Bajra,1486.4,2251.7,532.4,1.515
Haryana,HARY_D1,2006,Rabi,Maize,651.2,998,532.4,1.533
Haryana,HARY_D1,2006,Kharif,Soyabean,414.5,582.5,532.4,1.405
Haryana,HARY_D1,2006,Whole Year,Sugarcane,1020,56755.1,532.4,55.642
Haryana,HARY_D1,2006,Rabi,Wheat,1505.5,4294.9,532.4,2.853
Haryana,HARY_D1,2007,Kharif,Arhar/Tur,1221.5,1382.7,480.4,1.132
Haryana,HARY_D1,2007,Kharif,Bajra,948.8,754.8,480.4,0.796
Haryana,HARY_D1,2008,Kharif,Arhar/Tur,466.5,324.4,708.5,0.695
Haryana,HARY_D1,2008,Kharif,Bajra,3231.9,5070.8,708.5,1.569
Haryana,HARY_D1,2008,Autumn,Rice,872.2,2803.6,708.5,3.214
Haryana,HARY_D1,2009,Kharif,Bajra,544.2,681.7,504.8,1.253
Haryana,HARY_D1,2009,Rabi,Groundnut,1184.4,1367.8,504.8,1.155
Haryana,HARY_D1,2009,Autumn,Rice,815.6,1483.6,504.8,1.819
Haryana,HARY_D1,2010,Kharif,Groundnut,947.1,1214.1,552.9,1.282
Haryana,HARY_D1,2010,Kharif,Rice,980.6,2928.5,552.9,2.986
Haryana,HARY_D1,2010,Whole Year,Sugarcane,1016.5,56954.5,552.9,56.03
Haryana,HARY_D1,2010,Rabi,Wheat,426.5,1345.7,552.9,3.155
Haryana,HARY_D1,2011,Kharif,Arhar/Tur,940.8,1191.4,648.1,1.266
Haryana,HARY_D1,2011,Kharif,Bajra,481.5,477.4,648.1,0.991
Haryana,HARY_D1,2011,Kharif,Jowar,91.3,88.5,648.1,0.969
Haryana,HARY_D1,2011,Autumn,Rice,407,1011.8,648.1,2.486
Haryana,HARY_D1,2012,Rabi,Jowar,540.2,385.5,614.9,0.714
Haryana,HARY_D1,2012,Kharif,Soyabean,1303.5,1501.2,614.9,1.152
Haryana,HARY_D1,2012,Whole Year,Sugarcane,3359.6,252091.6,614.9,75.036
Haryana,HARY_D1,2012,Rabi,Wheat,835.1,1861.9,614.9,2.23
Haryana,HARY_D1,2013,Kharif,Jowar,128.3,146.5,415.8,1.142
Haryana,HARY_D1,2013,Kharif,Rice,332.1,608.1,415.8,1.831
Haryana,HARY_D1,2013,Kharif,Soyabean,1025.9,783.9,415.8,0.764
Haryana,HARY_D1,2014,Kharif,Soyabean,931.4,1110.4,654.5,1.192
Haryana,HARY_D1,2014,Whole Year,Sugarcane,1190.2,75232,654.5,63.21
Haryana,HARY_D1,2014,Rabi,Wheat,308.1,904.1,654.5,2.934
Haryana,HARY_D1,2015,Rabi,Jowar,361.8,535.7,635.3,1.481
Haryana,HARY_D1,2015,Autumn,Rice,345.2,966,635.3,2.798
Haryana,HARY_D1,2015,Rabi,Wheat,50,119.2,635.3,2.384
Haryana,HARY_D2,2005,Kharif,Bajra,866.3,912.9,505.7,1.054
Haryana,HARY_D2,2005,Rabi,Jowar,936.5,839.9,505.7,0.897
Haryana,HARY_D2,2005,Whole Year,Sugarcane,2753.8,195012.4,505.7,70.816
Haryana,HARY_D2,2006,Kharif,Arhar/Tur,1210.1,1409.4,532.4,1.165
Haryana,HARY_D2,2006,Kharif,Cotton(Lint),1747.4,1092.5,532.4,0.625
Haryana,HARY_D2,2006,Rabi,Groundnut,1164.6,1036.4,532.4,0.89
Haryana,HARY_D2,2006,Rabi,Jowar,2068.5,1532.7,532.4,0.741
Haryana,HARY_D2,2006,Autumn,Rice,779.3,1893.8,532.4,2.43
Haryana,HARY_D2,2007,Kharif,Cotton(Lint),95.7,35.8,480.4,0.374
Haryana,HARY_D2,2007,Rabi,Groundnut,518.4,870.2,480.4,1.679
Haryana,HARY_D2,2007,Rabi,Wheat,937.4,2596.1,480.4,2.769
Haryana,HARY_D2,2008,Kharif,Arhar/Tur,829.6,828.7,708.5,0.999
Haryana,HARY_D2,2008,Kharif,Bajra,413.4,727,708.5,1.759
Haryana,HARY_D2,2008,Kharif,Cotton(Lint),546,285.8,708.5,0.523
Haryana,HARY_D2,2008,Rabi,Maize,1486.7,4460,708.5,3
Haryana,HARY_D2,2008,Kharif,Soyabean,55.7,58.5,708.5,1.05
Haryana,HARY_D2,2009,Kharif,Arhar/Tur,560.1,337.3,504.8,0.602
Haryana,HARY_D2,2009,Kharif,Bajra,1434.9,1253.3,504.8,0.873
Haryana,HARY_D2,2009,Kharif,Cotton(Lint),497.6,266.5,504.8,0.536
Haryana,HARY_D2,2009,Rabi,Maize,1593.4,3029,504.8,1.901
Haryana,HARY_D2,2010,Kharif,Arhar/Tur,528,436.3,552.9,0.826
Haryana,HARY_D2,2010,Kharif,Bajra,409.1,507.9,552.9,1.242
Haryana,HARY_D2,2010,Kharif,Jowar,784.6,1047.8,552.9,1.335
Haryana,HARY_D2,2010,Rabi,Maize,526.4,1658.6,552.9,3.151
Haryana,HARY_D2,2010,Whole Year,Sugarcane,3193.9,176332.5,552.9,55.209
Haryana,HARY_D2,2011,Kharif,Cotton(Lint),117.1,59.6,648.1,0.509
Haryana,HARY_D2,2011,Kharif,Groundnut,530.5,701.4,648.1,1.322
Haryana,HARY_D2,2011,Kharif,Jowar,184.8,263.6,648.1,1.426
Haryana,HARY_D2,2011,Rabi,Wheat,449,957.4,648.1,2.132
Haryana,HARY_D2,2012,Kharif,Arhar/Tur,967.8,779.5,614.9,0.805
Haryana,HARY_D2,2012,Rabi,Jowar,1298.9,2095.1,614.9,1.613
Haryana,HARY_D2,2012,Rabi,Maize,552.9,1125.8,614.9,2.036
Haryana,HARY_D2,2013,Kharif,Arhar/Tur,1001,736.4,415.8,0.736
Haryana,HARY_D2,2013,Kharif,Cotton(Lint),528.8,242.6,415.8,0.459
Haryana,HARY_D2,2013,Whole Year,Sugarcane,159.5,11160.8,415.8,69.974
Haryana,HARY_D2,2014,Kharif,Jowar,1265.1,1036,654.5,0.819
Haryana,HARY_D2,2014,Kharif,Soyabean,626.8,725.8,654.5,1.158
Haryana,HARY_D2,2014,Rabi,Wheat,1875.5,5180,654.5,2.762
Haryana,HARY_D2,2015,Kharif,Bajra,91.6,88.4,635.3,0.965
Haryana,HARY_D2,2015,Kharif,Cotton(Lint),1479.1,740.8,635.3,0.501
Haryana,HARY_D2,2015,Kharif,Groundnut,1021.5,979.1,635.3,0.958
Haryana,HARY_D2,2015,Kharif,Maize,1149.1,2983.4,635.3,2.596
Haryana,HARY_D2,2015,Rabi,Wheat,300.4,980.2,635.3,3.263
Haryana,HARY_D3,2005,Kharif,Cotton(Lint),243.7,159.7,505.7,0.655
Haryana,HARY_D3,2005,Rabi,Groundnut,716.1,810.2,505.7,1.131
Haryana,HARY_D3,2005,Kharif,Jowar,633.5,735.6,505.7,1.161
Haryana,HARY_D3,2005,Rabi,Wheat,1061.2,3339.3,505.7,3.147
Haryana,HARY_D3,2006,Kharif,Arhar/Tur,1268.5,1277.7,532.4,1.007
Haryana,HARY_D3,2006,Rabi,Groundnut,2178.9,2146.5,532.4,0.985
Haryana,HARY_D3,2006,Kharif,Soyabean,167.1,132.3,532.4,0.792
Haryana,HARY_D3,2006,Whole Year,Sugarcane,1337,106604.9,532.4,79.734
Haryana,HARY_D3,2006,Rabi,Wheat,296.2,1080.2,532.4,3.647
Haryana,HARY_D3,2007,Kharif,Bajra,2302,2231.9,480.4,0.97
Haryana,HARY_D3,2007,Kharif,Cotton(Lint),539.6,274.4,480.4,0.509
Haryana,HARY_D3,2007,Kharif,Groundnut,1309.6,1120,480.4,0.855
Haryana,HARY_D3,2007,Rabi,Maize,697.6,1980.2,480.4,2.839
Haryana,HARY_D3,2007,Autumn,Rice,731.2,1547.3,480.4,2.116
Haryana,HARY_D3,2008,Kharif,Arhar/Tur,264,293.5,708.5,1.112
Haryana,HARY_D3,2008,Kharif,Jowar,497.2,555.2,708.5,1.117
Haryana,HARY_D3,2008,Kharif,Maize,1082.5,3303.1,708.5,3.051
Haryana,HARY_D3,2008,Kharif,Rice,1368.9,3379.5,708.5,2.469
Haryana,HARY_D3,2008,Rabi,Wheat,124.3,273.1,708.5,2.197
Haryana,HARY_D3,2009,Kharif,Bajra,583.7,492.1,504.8,0.843
Haryana,HARY_D3,2009,Kharif,Cotton(Lint),680.2,218.7,504.8,0.322
Haryana,HARY_D3,2009,Rabi,Maize,485.2,1143.9,504.8,2.358
Haryana,HARY_D3,2009,Kharif,Rice,1159.7,2304,504.8,1.987
Haryana,HARY_D3,2010,Kharif,Arhar/Tur,352.6,293.6,552.9,0.833
Haryana,HARY_D3,2010,Rabi,Groundnut,1104.6,1126.4,552.9,1.02
Haryana,HARY_D3,2010,Whole Year,Sugarcane,1554.4,121675.4,552.9,78.278
Haryana,HARY_D3,2010,Rabi,Wheat,62,185.7,552.9,2.995
Haryana,HARY_D3,2011,Kharif,Arhar/Tur,203.4,161.6,648.1,0.794
Haryana,HARY_D3,2011,Rabi,Groundnut,3075,5308.6,648.1,1.726
Haryana,HARY_D3,2011,Kharif,Jowar,860.3,1261.2,648.1,1.466
Haryana,HARY_D3,2011,Kharif,Soyabean,363,601,648.1,1.656
Haryana,HARY_D3,2012,Kharif,Bajra,1104,1219.4,614.9,1.105
Haryana,HARY_D3,2012,Kharif,Cotton(Lint),713.8,235.7,614.9,0.33
Haryana,HARY_D3,2012,Kharif,Maize,1139,2097.8,614.9,1.842
Haryana,HARY_D3,2012,Whole Year,Sugarcane,405.6,32931.2,614.9,81.191
Haryana,HARY_D3,2013,Kharif,Bajra,493.7,658.1,415.8,1.333
Haryana,HARY_D3,2013,Kharif,Cotton(Lint),1094.9,372.1,415.8,0.34
Haryana,HARY_D3,2013,Kharif,Jowar,448.6,485.5,415.8,1.082
Haryana,HARY_D3,2013,Rabi,Maize,542.1,1407.8,415.8,2.597
Haryana,HARY_D3,2013,Kharif,Soyabean,1095,1304.1,415.8,1.191
Haryana,HARY_D3,2014,Kharif,Bajra,682.8,870.4,654.5,1.275
Haryana,HARY_D3,2014,Rabi,Groundnut,1266.3,2000.5,654.5,1.58
Haryana,HARY_D3,2014,Whole Year,Sugarcane,128.7,8386.7,654.5,65.165
Haryana,HARY_D3,2015,Kharif,Arhar/Tur,901.7,1133.9,635.3,1.258
Haryana,HARY_D3,2015,Kharif,Bajra,769,982,635.3,1.277
Haryana,HARY_D3,2015,Kharif,Groundnut,1785,3032.6,635.3,1.699
Haryana,HARY_D3,2015,Kharif,Rice,1644,4320.7,635.3,2.628
Haryana,HARY_D3,2015,Rabi,Wheat,1457.3,5095.4,635.3,3.496
Haryana,HARY_D4,2005,Kharif,Maize,856.9,2327.3,505.7,2.716
Haryana,HARY_D4,2005,Kharif,Rice,368.1,963.2,505.7,2.617
Haryana,HARY_D4,2005,Rabi,Wheat,1061.2,3543.8,505.7,3.339
Haryana,HARY_D4,2006,Kharif,Bajra,550.2,746,532.4,1.356
Haryana,HARY_D4,2006,Kharif,Cotton(Lint),1532,853.9,532.4,0.557
Haryana,HARY_D4,2006,Rabi,Wheat,777,2646.1,532.4,3.406
Haryana,HARY_D4,2007,Kharif,Bajra,618.6,569.4,480.4,0.92
Haryana,HARY_D4,2007,Kharif,Jowar,647.3,506.6,480.4,0.783
Haryana,HARY_D4,2007,Kharif,Maize,254.5,540.8,480.4,2.125
Haryana,HARY_D4,2008,Kharif,Cotton(Lint),209.3,109.8,708.5,0.525
Haryana,HARY_D4,2008,Kharif,Jowar,480.3,718.8,708.5,1.497
Haryana,HARY_D4,2008,Kharif,Soyabean,1703.2,2065,708.5,1.212
Haryana,HARY_D4,2008,Whole Year,Sugarcane,937.2,69580.7,708.5,74.243
Haryana,HARY_D4,2008,Rabi,Wheat,144.1,554.5,708.5,3.848
Haryana,HARY_D4,2009,Kharif,Arhar/Tur,663.3,733.3,504.8,1.106
Haryana,HARY_D4,2009,Rabi,Jowar,1437.9,1459,504.8,1.015
Haryana,HARY_D4,2009,Kharif,Soyabean,295.5,228.9,504.8,0.775
Haryana,HARY_D4,2010,Kharif,Bajra,1454,1461.3,552.9,1.005
Haryana,HARY_D4,2010,Rabi,Groundnut,986.5,1565.6,552.9,1.587
Haryana,HARY_D4,2010,Kharif,Jowar,698.6,1034,552.9,1.48
Haryana,HARY_D4,2010,Kharif,Soyabean,1013.3,851.5,552.9,0.84
Haryana,HARY_D4,2010,Rabi,Wheat,301.6,931,552.9,3.087
Haryana,HARY_D4,2011,Kharif,Arhar/Tur,563.6,377.8,648.1,0.67
Haryana,HARY_D4,2011,Kharif,Jowar,303.2,466.3,648.1,1.538
Haryana,HARY_D4,2012,Kharif,Arhar/Tur,575.4,638.9,614.9,1.11
Haryana,HARY_D4,2012,Kharif,Maize,166.4,367.5,614.9,2.209
Haryana,HARY_D4,2012,Whole Year,Sugarcane,1073.2,70216.6,614.9,65.427
Haryana,HARY_D4,2012,Rabi,Wheat,671.1,2564.3,614.9,3.821
Haryana,HARY_D4,2013,Rabi,Jowar,1153.9,1576.4,415.8,1.366
Haryana,HARY_D4,2013,Kharif,Soyabean,653.8,869.8,415.8,1.33
Haryana,HARY_D4,2013,Whole Year,Sugarcane,816.1,51732.6,415.8,63.39
Haryana,HARY_D4,2014,Kharif,Arhar/Tur,669.5,836,654.5,1.249
Haryana,HARY_D4,2014,Kharif,Bajra,955.3,1405.7,654.5,1.471
Haryana,HARY_D4,2014,Kharif,Soyabean,2803.8,3089.9,654.5,1.102
Haryana,HARY_D4,2014,Rabi,Wheat,281.5,951.9,654.5,3.382
Haryana,HARY_D4,2015,Kharif,Arhar/Tur,691.3,479,635.3,0.693
Haryana,HARY_D4,2015,Kharif,Rice,1672.6,3883.4,635.3,2.322
Haryana,HARY_D4,2015,Whole Year,Sugarcane,1346.7,94191.8,635.3,69.943
Haryana,HARY_D5,2005,Kharif,Cotton(Lint),881.5,447.6,505.7,0.508
Haryana,HARY_D5,2005,Kharif,Groundnut,2958.7,4117.8,505.7,1.392
Haryana,HARY_D5,2005,Kharif,Maize,850.1,1522.5,505.7,1.791
Haryana,HARY_D5,2005,Autumn,Rice,2139.2,5724,505.7,2.676
Haryana,HARY_D5,2006,Kharif,Cotton(Lint),926.5,482.3,532.4,0.521
Haryana,HARY_D5,2006,Rabi,Jowar,546.5,820.8,532.4,1.502
Haryana,HARY_D5,2006,Rabi,Maize,1057.9,3205.2,532.4,3.03
Haryana,HARY_D5,2006,Kharif,Soyabean,433.4,479.1,532.4,1.105
Haryana,HARY_D5,2007,Kharif,Arhar/Tur,1018,1220.2,480.4,1.199
Haryana,HARY_D5,2007,Rabi,Jowar,208.2,258.7,480.4,1.243
Haryana,HARY_D5,2007,Rabi,Wheat,1298.1,3462.5,480.4,2.667
Haryana,HARY_D5,2008,Kharif,Bajra,475.4,428.5,708.5,0.901
Haryana,HARY_D5,2008,Kharif,Cotton(Lint),1304.5,526.2,708.5,0.403
Haryana,HARY_D5,2008,Kharif,Maize,2139.4,4169.5,708.5,1.949
Haryana,HARY_D5,2008,Kharif,Soyabean,207,324.2,708.5,1.566
Haryana,HARY_D5,2008,Rabi,Wheat,1110.8,3551.2,708.5,3.197
Haryana,HARY_D5,2009,Rabi,Jowar,1720.1,1223.7,504.8,0.711
Haryana,HARY_D5,2009,Kharif,Soyabean,827.7,1241.8,504.8,1.5
Haryana,HARY_D5,2009,Rabi,Wheat,1590.2,4403.7,504.8,2.769
Haryana,HARY_D5,2010,Kharif,Arhar/Tur,876.4,752.8,552.9,0.859
Haryana,HARY_D5,2010,Kharif,Bajra,1435,2242.3,552.9,1.563
Haryana,HARY_D5,2010,Rabi,Jowar,550.4,777.9,552.9,1.413
Haryana,HARY_D5,2010,Kharif,Maize,409,950,552.9,2.323
Haryana,HARY_D5,2011,Rabi,Groundnut,190.9,209.6,648.1,1.098
Haryana,HARY_D5,2011,Autumn,Rice,1205.6,4380.1,648.1,3.633
Haryana,HARY_D5,2011,Kharif,Soyabean,998.4,1230,648.1,1.232
Haryana,HARY_D5,2011,Rabi,Wheat,657.2,2185,648.1,3.325
Haryana,HARY_D5,2012,Kharif,Arhar/Tur,312.1,359.9,614.9,1.153
Haryana,HARY_D5,2012,Kharif,Bajra,1315.8,1991.8,614.9,1.514
Haryana,HARY_D5,2012,Kharif,Cotton(Lint),1088.8,438.3,614.9,0.403
Haryana,HARY_D5,2012,Rabi,Wheat,1745.1,5880.5,614.9,3.37
Haryana,HARY_D5,2013,Kharif,Bajra,527.2,602.1,415.8,1.142
Haryana,HARY_D5,2013,Rabi,Groundnut,2239.1,2490.7,415.8,1.112
Haryana,HARY_D5,2013,Kharif,Rice,1254.7,2555.8,415.8,2.037
Haryana,HARY_D5,2014,Rabi,Jowar,617.1,913.2,654.5,1.48
Haryana,HARY_D5,2014,Kharif,Maize,663.1,1768.9,654.5,2.668
Haryana,HARY_D5,2014,Autumn,Rice,776.7,1739.4,654.5,2.239
Haryana,HARY_D5,2014,Kharif,Soyabean,593.4,715.1,654.5,1.205
Haryana,HARY_D5,2014,Rabi,Wheat,2416.7,7588.2,654.5,3.14
Haryana,HARY_D5,2015,Kharif,Cotton(Lint),708.9,470.8,635.3,0.664
Haryana,HARY_D5,2015,Rabi,Groundnut,239.5,280.8,635.3,1.172
Haryana,HARY_D5,2015,Kharif,Maize,1847.2,5397.1,635.3,2.922
Haryana,HARY_D5,2015,Kharif,Soyabean,786,1230.8,635.3,1.566
Karnataka,KARN_D1,2005,Kharif,Arhar/Tur,727.3,917.4,1065.8,1.261
Karnataka,KARN_D1,2005,Kharif,Bajra,362.5,340.2,1065.8,0.938
Karnataka,KARN_D1,2005,Kharif,Jowar,791.2,990.1,1065.8,1.251
Karnataka,KARN_D1,2005,Kharif,Rice,1119.2,3600,1065.8,3.217
Karnataka,KARN_D1,2005,Whole Year,Sugarcane,653,54700.4,1065.8,83.768
Karnataka,KARN_D1,2006,Kharif,Arhar/Tur,1135.8,956.6,651.2,0.842
Karnataka,KARN_D1,2006,Kharif,Groundnut,279,458.6,651.2,1.644
Karnataka,KARN_D1,2006,Rabi,Jowar,1996.4,1974,651.2,0.989
Karnataka,KARN_D1,2006,Whole Year,Sugarcane,2155.5,152317.6,651.2,70.665
Karnataka,KARN_D1,2006,Rabi,Wheat,370,1189,651.2,3.214
Karnataka,KARN_D1,2007,Kharif,Bajra,933.2,1264.8,940.1,1.355
Karnataka,KARN_D1,2007,Kharif,Soyabean,1566.6,1844.2,940.1,1.177
Karnataka,KARN_D1,2007,Whole Year,Sugarcane,902.2,67231.2,940.1,74.519
Karnataka,KARN_D1,2008,Kharif,Arhar/Tur,380.3,273,708.1,0.718
Karnataka,KARN_D1,2008,Kharif,Groundnut,1072.9,957.8,708.1,0.893
Karnataka,KARN_D1,2008,Whole Year,Sugarcane,335.3,22337.7,708.1,66.62
Karnataka,KARN_D1,2008,Rabi,Wheat,1236.6,3168.1,708.1,2.562
Karnataka,KARN_D1,2009,Rabi,Groundnut,906.3,881,950.6,0.972
Karnataka,KARN_D1,2009,Kharif,Soyabean,50,58.4,950.6,1.168
Karnataka,KARN_D1,2009,Rabi,Wheat,2169.1,6631.7,950.6,3.057
Karnataka,KARN_D1,2010,Rabi,Jowar,328.6,335.1,847,1.02
Karnataka,KARN_D1,2010,Rabi,Maize,112.4,163.5,847,1.455
